ResUnitStatus
Property_Code,Ref_Property_ID,StartDate,EndDate,Unit_Code,Date,Status,Tenant_Code,Ext_Ref_Tenant_Id,ApplyDate,ApproveDate,SignDate,MoveInDate,MoveOutDate,LeaseFromDate,LeaseToDate,NoticeDate,AvailableDate,RentReady,VacantDate,ReadyDate,Ref_Unit_Id
"lark",,12/21/2011,01/16/2012,"100-0208",09/19/2013,"Vacant Unrented Ready","tn122578",,07/28/2011,,07/28/2011,07/29/2011,12/21/2011,07/29/2011,10/24/2011,11/30/2011,05/24/2013,0,05/24/2013,,
"lark",,01/17/2012,05/23/2013,"100-0208",09/19/2013,"Occupied No Notice","tn128866",,01/16/2012,,01/16/2012,01/17/2012,,08/17/2012,08/16/2013,,,0,,,
"lark",,05/24/2013,05/24/2013,"100-0208",09/19/2013,"Notice Unrented","tn128866",,01/16/2012,,01/16/2012,01/17/2012,05/24/2013,08/17/2012,08/16/2013,05/24/2013,05/24/2013,0,05/24/2013,,
"lark",,05/24/2013,06/23/2013,"100-0208",09/19/2013,"Vacant Unrented Ready","tn128866",,01/16/2012,,01/16/2012,01/17/2012,05/24/2013,08/17/2012,08/16/2013,05/24/2013,05/24/2013,0,05/24/2013,,
"lark",,06/24/2013,05/22/2014,"100-0208",09/19/2013,"Occupied No Notice","tn144398",,06/04/2013,,06/04/2013,06/24/2013,,06/24/2013,06/23/2014,,,0,06/24/2014,,
"lark",,06/25/2011,05/20/2012,"100-0209",09/19/2013,"Occupied No Notice","tn120830",,06/05/2011,,06/05/2011,06/25/2011,,06/25/2011,06/24/2012,,,0,,,
"lark",,05/21/2012,06/24/2012,"100-0209",09/19/2013,"Notice Unrented","tn120830",,06/05/2011,,06/05/2011,06/25/2011,06/25/2012,06/25/2011,06/24/2012,05/21/2012,09/07/2013,0,09/07/2013,,
"lark",,06/25/2012,08/16/2012,"100-0209",09/19/2013,"Vacant Unrented Ready","tn120830",,06/05/2011,,06/05/2011,06/25/2011,06/25/2012,06/25/2011,06/24/2012,05/21/2012,09/07/2013,0,09/07/2013,,
"lark",,08/17/2012,05/09/2013,"100-0209",09/19/2013,"Occupied No Notice","tn137343",,08/12/2012,,08/12/2012,08/17/2012,,08/17/2012,08/16/2013,,,0,,,
"lark",,05/10/2013,06/10/2013,"100-0209",09/19/2013,"Notice Unrented","tn137343",,08/12/2012,,08/12/2012,08/17/2012,06/11/2013,08/17/2012,08/16/2013,05/10/2013,09/07/2013,0,09/07/2013,,
"lark",,06/11/2013,06/14/2013,"100-0209",09/19/2013,"Vacant Unrented Ready","tn137343",,08/12/2012,,08/12/2012,08/17/2012,06/11/2013,08/17/2012,08/16/2013,05/10/2013,09/07/2013,0,09/07/2013,,
"lark",,06/15/2013,08/31/2013,"100-0209",09/19/2013,"Occupied No Notice","tn144088",,06/01/2013,,06/01/2013,06/15/2013,,06/15/2013,06/14/2014,,,0,,,
"lark",,09/01/2013,09/06/2013,"100-0209",09/19/2013,"Notice Unrented","tn144088",,06/01/2013,,06/01/2013,06/15/2013,09/07/2013,06/15/2013,06/14/2014,09/01/2013,09/07/2013,0,09/07/2013,,
"lark",,09/07/2013,09/07/2013,"100-0209",09/19/2013,"Vacant Unrented Ready","tn144088",,06/01/2013,,06/01/2013,06/15/2013,09/07/2013,06/15/2013,06/14/2014,09/01/2013,09/07/2013,0,09/07/2013,,
"lark",,09/08/2013,09/26/2013,"100-0209",09/19/2013,"Vacant Unrented Not Ready","tn144088",,06/01/2013,,06/01/2013,06/15/2013,09/07/2013,06/15/2013,06/14/2014,09/01/2013,09/07/2013,0,09/07/2013,,
"lark",,11/14/2009,10/02/2012,"100-0210",09/19/2013,"Occupied No Notice","tl804328",,11/02/2009,,11/02/2009,11/14/2009,,05/25/2011,05/31/2012,,,0,,,
"lark",,10/03/2012,11/03/2012,"100-0210",09/19/2013,"Notice Unrented","tl804328",,11/02/2009,,11/02/2009,11/14/2009,11/04/2012,05/25/2011,05/31/2012,10/03/2012,11/04/2012,0,11/04/2012,,
"lark",,11/04/2012,11/28/2012,"100-0210",09/19/2013,"Vacant Unrented Ready","tl804328",,11/02/2009,,11/02/2009,11/14/2009,11/04/2012,05/25/2011,05/31/2012,10/03/2012,11/04/2012,0,11/04/2012,,
"lark",,11/29/2012,10/27/2014,"100-0210",09/19/2013,"Occupied No Notice","tn140061",,11/04/2012,,11/04/2012,11/29/2012,,11/29/2013,11/28/2014,,,0,11/28/2014,,
"lark",,06/19/2010,05/17/2011,"100-0301",09/19/2013,"Occupied No Notice","tl100857",,05/25/2010,,05/25/2010,06/19/2010,,06/19/2010,06/18/2011,,,0,,,
"lark",,05/18/2011,06/19/2011,"100-0301",09/19/2013,"Notice Unrented","tl100857",,05/25/2010,,05/25/2010,06/19/2010,06/20/2011,06/19/2010,06/18/2011,05/18/2011,06/20/2011,0,06/20/2011,,
"lark",,06/20/2011,07/30/2011,"100-0301",09/19/2013,"Vacant Unrented Ready","tl100857",,05/25/2010,,05/25/2010,06/19/2010,06/20/2011,06/19/2010,06/18/2011,05/18/2011,06/20/2011,0,06/20/2011,,
"lark",,07/31/2011,06/25/2014,"100-0301",09/19/2013,"Occupied No Notice","tn122124",,07/10/2011,,07/10/2011,07/31/2011,,07/31/2013,07/30/2014,,,0,07/30/2014,,
"lark",,10/22/2010,06/01/2011,"100-0302",09/19/2013,"Occupied No Notice","tl111219",,10/19/2010,,10/19/2010,10/22/2010,,10/22/2010,06/21/2011,,,0,,,
"lark",,06/02/2011,06/30/2011,"100-0302",09/19/2013,"Notice Unrented","tl111219",,10/19/2010,,10/19/2010,10/22/2010,07/01/2011,10/22/2010,06/21/2011,06/02/2011,09/27/2012,0,09/27/2012,,
"lark",,07/01/2011,07/31/2011,"100-0302",09/19/2013,"Vacant Unrented Ready","tl111219",,10/19/2010,,10/19/2010,10/22/2010,07/01/2011,10/22/2010,06/21/2011,06/02/2011,09/27/2012,0,09/27/2012,,
"lark",,08/01/2011,06/26/2012,"100-0302",09/19/2013,"Occupied No Notice","tn121034",,06/10/2011,,06/10/2011,08/01/2011,,08/01/2011,07/31/2012,,,0,,,
"lark",,06/27/2012,07/30/2012,"100-0302",09/19/2013,"Notice Unrented","tn121034",,06/10/2011,,06/10/2011,08/01/2011,07/31/2012,08/01/2011,07/31/2012,06/27/2012,09/27/2012,0,09/27/2012,,
"lark",,07/31/2012,08/16/2012,"100-0302",09/19/2013,"Vacant Unrented Ready","tn121034",,06/10/2011,,06/10/2011,08/01/2011,07/31/2012,08/01/2011,07/31/2012,06/27/2012,09/27/2012,0,09/27/2012,,
"lark",,08/17/2012,08/27/2012,"100-0302",09/19/2013,"Occupied No Notice","tn137840",,08/16/2012,,08/16/2012,08/17/2012,,08/17/2012,02/16/2013,,,0,,,
"lark",,08/28/2012,09/26/2012,"100-0302",09/19/2013,"Notice Unrented","tn137840",,08/16/2012,,08/16/2012,08/17/2012,09/27/2012,08/17/2012,02/16/2013,08/28/2012,09/27/2012,0,09/27/2012,,
"lark",,09/27/2012,10/19/2012,"100-0302",09/19/2013,"Vacant Unrented Ready","tn137840",,08/16/2012,,08/16/2012,08/17/2012,09/27/2012,08/17/2012,02/16/2013,08/28/2012,09/27/2012,0,09/27/2012,,
"lark",,10/20/2012,02/12/2015,"100-0302",09/19/2013,"Occupied No Notice","tn128290",,09/01/2012,,09/01/2012,10/20/2012,,03/01/2014,08/31/2014,,,0,03/15/2015,,
"lark",,08/06/2010,08/21/2011,"100-0303",09/19/2013,"Occupied No Notice","tl107251",,07/26/2010,,07/26/2010,08/06/2010,,08/06/2010,08/31/2011,,,0,,,
"lark",,08/22/2011,09/12/2011,"100-0303",09/19/2013,"Notice Unrented","tl107251",,07/26/2010,,07/26/2010,08/06/2010,09/13/2011,08/06/2010,08/31/2011,08/22/2011,11/19/2012,0,11/19/2012,,
"lark",,09/13/2011,11/14/2011,"100-0303",09/19/2013,"Vacant Unrented Ready","tl107251",,07/26/2010,,07/26/2010,08/06/2010,09/13/2011,08/06/2010,08/31/2011,08/22/2011,11/19/2012,0,11/19/2012,,
"lark",,11/15/2011,10/21/2012,"100-0303",09/19/2013,"Occupied No Notice","tn125525",,10/03/2011,,10/03/2011,11/15/2011,,11/15/2011,11/14/2012,,,0,,,
"lark",,10/22/2012,11/18/2012,"100-0303",09/19/2013,"Notice Unrented","tn125525",,10/03/2011,,10/03/2011,11/15/2011,11/19/2012,11/15/2011,11/14/2012,10/22/2012,11/19/2012,0,11/19/2012,,
"lark",,11/19/2012,12/30/2012,"100-0303",09/19/2013,"Vacant Unrented Ready","tn125525",,10/03/2011,,10/03/2011,11/15/2011,11/19/2012,11/15/2011,11/14/2012,10/22/2012,11/19/2012,0,11/19/2012,,
"lark",,12/31/2012,02/01/2014,"100-0303",09/19/2013,"Occupied No Notice","t0000147",,12/19/2012,,12/19/2012,12/31/2012,,12/31/2012,12/30/2013,,,0,,,
"lark",,04/29/2011,11/09/2011,"100-0304",09/19/2013,"Occupied No Notice","t0807947",,04/11/2011,,04/11/2011,04/29/2011,,04/29/2011,12/31/2011,,,0,,,
"lark",,11/10/2011,11/18/2011,"100-0304",09/19/2013,"Notice Unrented","t0807947",,04/11/2011,,04/11/2011,04/29/2011,11/19/2011,04/29/2011,12/31/2011,11/10/2011,06/03/2013,0,06/03/2013,,
"lark",,11/19/2011,01/22/2012,"100-0304",09/19/2013,"Vacant Unrented Ready","t0807947",,04/11/2011,,04/11/2011,04/29/2011,11/19/2011,04/29/2011,12/31/2011,11/10/2011,06/03/2013,0,06/03/2013,,
"lark",,01/23/2012,05/05/2013,"100-0304",09/19/2013,"Occupied No Notice","tn128854",,01/16/2012,,01/16/2012,01/23/2012,,01/23/2012,01/22/2013,,,0,,,
"lark",,05/06/2013,06/02/2013,"100-0304",09/19/2013,"Notice Unrented","tn128854",,01/16/2012,,01/16/2012,01/23/2012,06/03/2013,01/23/2012,01/22/2013,05/06/2013,06/03/2013,0,06/03/2013,,
"lark",,06/03/2013,06/27/2013,"100-0304",09/19/2013,"Vacant Unrented Ready","tn128854",,01/16/2012,,01/16/2012,01/23/2012,06/03/2013,01/23/2012,01/22/2013,05/06/2013,06/03/2013,0,06/03/2013,,
"lark",,06/28/2013,05/13/2016,"100-0304",09/19/2013,"Occupied No Notice","tn144532",,06/10/2013,,06/10/2013,06/28/2013,,07/28/2015,06/27/2016,,,0,06/27/2016,,
"lark",,10/06/2010,04/23/2012,"110-0143",09/19/2013,"Occupied No Notice","tl109356",,09/04/2010,,09/04/2010,10/06/2010,,10/06/2010,10/31/2011,,,0,,,
"lark",,04/24/2012,05/30/2012,"110-0143",09/19/2013,"Notice Unrented","tl109356",,09/04/2010,,09/04/2010,10/06/2010,05/31/2012,10/06/2010,10/31/2011,04/24/2012,10/06/2013,0,10/06/2013,,
"lark",,05/31/2012,06/07/2012,"110-0143",09/19/2013,"Vacant Unrented Ready","tl109356",,09/04/2010,,09/04/2010,10/06/2010,05/31/2012,10/06/2010,10/31/2011,04/24/2012,10/06/2013,0,10/06/2013,,
"lark",,06/08/2012,03/14/2013,"110-0143",09/19/2013,"Occupied No Notice","tn133593",,06/08/2012,,06/08/2012,06/08/2012,,06/08/2012,06/07/2013,,,0,,,
"lark",,03/15/2013,04/14/2013,"110-0143",09/19/2013,"Notice Unrented","tn133593",,06/08/2012,,06/08/2012,06/08/2012,04/15/2013,06/08/2012,06/07/2013,03/15/2013,10/06/2013,0,10/06/2013,,
"lark",,04/15/2013,04/19/2013,"110-0143",09/19/2013,"Vacant Unrented Ready","tn133593",,06/08/2012,,06/08/2012,06/08/2012,04/15/2013,06/08/2012,06/07/2013,03/15/2013,10/06/2013,0,10/06/2013,,
"lark",,04/20/2013,09/13/2013,"110-0143",09/19/2013,"Occupied No Notice","t0812844",,03/24/2013,,03/24/2013,04/20/2013,,10/06/2013,10/05/2014,,,0,,,
"lark",,09/14/2013,10/05/2013,"110-0143",09/19/2013,"Notice Unrented","t0812844",,03/24/2013,,03/24/2013,04/20/2013,10/06/2013,10/06/2013,10/05/2014,09/14/2013,10/06/2013,0,10/06/2013,,
"lark",,05/15/2010,12/11/2011,"110-0144",09/19/2013,"Occupied No Notice","tl099711",,05/02/2010,,05/02/2010,05/15/2010,,06/01/2011,05/31/2012,,,0,,,
"lark",,12/12/2011,01/01/2012,"110-0144",09/19/2013,"Notice Unrented","tl099711",,05/02/2010,,05/02/2010,05/15/2010,01/02/2012,06/01/2011,05/31/2012,12/12/2011,01/02/2012,0,01/02/2012,,
"lark",,01/02/2012,05/30/2012,"110-0144",09/19/2013,"Vacant Unrented Ready","tl099711",,05/02/2010,,05/02/2010,05/15/2010,01/02/2012,06/01/2011,05/31/2012,12/12/2011,01/02/2012,0,01/02/2012,,
"lark",,05/31/2012,04/30/2014,"110-0144",09/19/2013,"Occupied No Notice","tl106559",,05/31/2012,,05/31/2012,05/31/2012,,05/31/2013,05/31/2014,,,0,05/31/2014,,
"lark",,04/01/2011,04/30/2012,"110-0145",09/19/2013,"Occupied No Notice","t0807948",,03/25/2011,,03/25/2011,04/01/2011,,04/01/2011,12/31/2011,,,0,,,
"lark",,05/01/2012,06/17/2012,"110-0145",09/19/2013,"Notice Unrented","t0807948",,03/25/2011,,03/25/2011,04/01/2011,06/18/2012,04/01/2011,12/31/2011,05/01/2012,12/22/2012,0,12/22/2012,,
"lark",,06/18/2012,08/31/2012,"110-0145",09/19/2013,"Vacant Unrented Ready","t0807948",,03/25/2011,,03/25/2011,04/01/2011,06/18/2012,04/01/2011,12/31/2011,05/01/2012,12/22/2012,0,12/22/2012,,
"lark",,09/01/2012,10/06/2012,"110-0145",09/19/2013,"Occupied No Notice","tn138350",,08/26/2012,,08/26/2012,09/01/2012,,09/01/2012,09/30/2012,,,0,,,
"lark",,10/07/2012,10/13/2012,"110-0145",09/19/2013,"Notice Unrented","tn138350",,08/26/2012,,08/26/2012,09/01/2012,10/14/2012,09/01/2012,09/30/2012,10/07/2012,12/22/2012,0,12/22/2012,,
"lark",,10/14/2012,10/15/2012,"110-0145",09/19/2013,"Vacant Unrented Ready","tn138350",,08/26/2012,,08/26/2012,09/01/2012,10/14/2012,09/01/2012,09/30/2012,10/07/2012,12/22/2012,0,12/22/2012,,
"lark",,10/16/2012,11/19/2012,"110-0145",09/19/2013,"Occupied No Notice","tn139544",,10/07/2012,,10/07/2012,10/16/2012,,10/16/2012,12/15/2012,,,0,,,
"lark",,11/20/2012,12/21/2012,"110-0145",09/19/2013,"Notice Unrented","tn139544",,10/07/2012,,10/07/2012,10/16/2012,12/22/2012,10/16/2012,12/15/2012,11/20/2012,12/22/2012,0,12/22/2012,,
"lark",,12/22/2012,08/11/2013,"110-0145",09/19/2013,"Vacant Unrented Ready","tn139544",,10/07/2012,,10/07/2012,10/16/2012,12/22/2012,10/16/2012,12/15/2012,11/20/2012,12/22/2012,0,12/22/2012,,
"lark",,08/12/2013,05/29/2014,"110-0145",09/19/2013,"Occupied No Notice","tn145645",,07/30/2013,,07/30/2013,08/12/2013,,08/12/2013,08/11/2014,,,0,06/30/2014,,
"lark",,09/18/2010,05/02/2015,"110-0146",09/19/2013,"Occupied No Notice","tl109588",,09/11/2010,,09/11/2010,09/18/2010,,10/01/2014,09/30/2015,,,0,05/30/2015,,
"lark",,12/01/2009,,"110-0147",09/19/2013,"Occupied No Notice","tl804578",,12/01/2009,,12/01/2009,12/01/2009,,04/01/2016,03/31/2017,,,0,,,
"lark",,08/10/2009,04/03/2011,"110-0148",09/19/2013,"Occupied No Notice","tl802305",,08/09/2009,,08/09/2009,08/10/2009,,02/25/2010,02/28/2011,,,0,,,
"lark",,04/04/2011,05/30/2011,"110-0148",09/19/2013,"Notice Unrented","tl802305",,08/09/2009,,08/09/2009,08/10/2009,05/31/2011,02/25/2010,02/28/2011,04/04/2011,05/31/2011,0,05/31/2011,,
"lark",,05/31/2011,07/06/2011,"110-0148",09/19/2013,"Vacant Unrented Ready","tl802305",,08/09/2009,,08/09/2009,08/10/2009,05/31/2011,02/25/2010,02/28/2011,04/04/2011,05/31/2011,0,05/31/2011,,
"lark",,07/07/2011,07/16/2014,"110-0148",09/19/2013,"Occupied No Notice","tn121888",,07/02/2011,,07/02/2011,07/07/2011,,07/07/2013,07/06/2014,,,0,08/18/2014,,
"lark",,01/22/2010,04/17/2012,"110-0247",09/19/2013,"Occupied No Notice","tl093557",,12/28/2009,,12/28/2009,01/22/2010,,11/28/2011,11/27/2012,,,0,,,
"lark",,04/18/2012,05/17/2012,"110-0247",09/19/2013,"Notice Unrented","tl093557",,12/28/2009,,12/28/2009,01/22/2010,05/18/2012,11/28/2011,11/27/2012,04/18/2012,06/29/2013,0,06/29/2013,,
"lark",,05/18/2012,06/14/2012,"110-0247",09/19/2013,"Vacant Unrented Ready","tl093557",,12/28/2009,,12/28/2009,01/22/2010,05/18/2012,11/28/2011,11/27/2012,04/18/2012,06/29/2013,0,06/29/2013,,
"lark",,06/15/2012,05/28/2013,"110-0247",09/19/2013,"Occupied No Notice","t0812348",,04/29/2012,,04/29/2012,06/15/2012,,06/15/2012,06/14/2013,,,0,,,
"lark",,05/29/2013,06/28/2013,"110-0247",09/19/2013,"Notice Unrented","t0812348",,04/29/2012,,04/29/2012,06/15/2012,06/29/2013,06/15/2012,06/14/2013,05/29/2013,06/29/2013,0,06/29/2013,,
"lark",,06/29/2013,07/04/2013,"110-0247",09/19/2013,"Vacant Unrented Ready","t0812348",,04/29/2012,,04/29/2012,06/15/2012,06/29/2013,06/15/2012,06/14/2013,05/29/2013,06/29/2013,0,06/29/2013,,
"lark",,07/05/2013,10/15/2013,"110-0247",09/19/2013,"Occupied No Notice","tn144335",,06/01/2013,,06/01/2013,07/05/2013,,07/05/2013,07/04/2014,,,0,11/16/2013,,
"lark",,05/14/2010,04/29/2012,"110-0248",09/19/2013,"Occupied No Notice","tl099336",,04/24/2010,,04/24/2010,05/14/2010,,06/01/2011,05/31/2012,,,0,,,
"lark",,04/30/2012,05/30/2012,"110-0248",09/19/2013,"Notice Unrented","tl099336",,04/24/2010,,04/24/2010,05/14/2010,05/31/2012,06/01/2011,05/31/2012,04/30/2012,04/17/2013,0,04/17/2013,,
"lark",,05/31/2012,08/07/2012,"110-0248",09/19/2013,"Vacant Unrented Ready","tl099336",,04/24/2010,,04/24/2010,05/14/2010,05/31/2012,06/01/2011,05/31/2012,04/30/2012,04/17/2013,0,04/17/2013,,
"lark",,08/08/2012,02/24/2013,"110-0248",09/19/2013,"Occupied No Notice","tn135560",,07/15/2012,,07/15/2012,08/08/2012,,08/08/2012,08/07/2013,,,0,,,
"lark",,02/25/2013,04/16/2013,"110-0248",09/19/2013,"Notice Unrented","tn135560",,07/15/2012,,07/15/2012,08/08/2012,04/17/2013,08/08/2012,08/07/2013,02/25/2013,04/17/2013,0,04/17/2013,,
"lark",,04/17/2013,04/30/2013,"110-0248",09/19/2013,"Vacant Unrented Ready","tn135560",,07/15/2012,,07/15/2012,08/08/2012,04/17/2013,08/08/2012,08/07/2013,02/25/2013,04/17/2013,0,04/17/2013,,
"lark",,05/01/2013,04/21/2016,"110-0248",09/19/2013,"Occupied No Notice","tn142379",,02/28/2013,,02/28/2013,05/01/2013,,08/01/2015,06/30/2016,,,0,06/30/2016,,
"lark",,04/27/2011,07/29/2011,"110-0249",09/19/2013,"Occupied No Notice","tn119374",,04/27/2011,,04/27/2011,04/27/2011,,04/27/2011,07/26/2011,,,0,,,
"lark",,07/30/2011,08/29/2011,"110-0249",09/19/2013,"Notice Unrented","tn119374",,04/27/2011,,04/27/2011,04/27/2011,08/30/2011,04/27/2011,07/26/2011,07/30/2011,01/23/2013,0,01/23/2013,,
"lark",,08/30/2011,11/30/2011,"110-0249",09/19/2013,"Vacant Unrented Ready","tn119374",,04/27/2011,,04/27/2011,04/27/2011,08/30/2011,04/27/2011,07/26/2011,07/30/2011,01/23/2013,0,01/23/2013,,
"lark",,12/01/2011,12/23/2012,"110-0249",09/19/2013,"Occupied No Notice","tn125496",,12/07/2011,,12/07/2011,12/01/2011,,12/01/2011,11/30/2012,,,0,,,
"lark",,12/24/2012,01/22/2013,"110-0249",09/19/2013,"Notice Unrented","tn125496",,12/07/2011,,12/07/2011,12/01/2011,01/23/2013,12/01/2011,11/30/2012,12/24/2012,01/23/2013,0,01/23/2013,,
"lark",,01/23/2013,02/08/2013,"110-0249",09/19/2013,"Vacant Unrented Ready","tn125496",,12/07/2011,,12/07/2011,12/01/2011,01/23/2013,12/01/2011,11/30/2012,12/24/2012,01/23/2013,0,01/23/2013,,
"lark",,02/09/2013,05/12/2014,"110-0249",09/19/2013,"Occupied No Notice","tn141649",,01/27/2013,,01/27/2013,02/09/2013,,02/09/2014,08/08/2014,,,0,06/09/2014,,
"lark",,10/01/2008,10/28/2011,"110-0250",09/19/2013,"Occupied No Notice","tl793643",,08/18/2008,,08/18/2008,10/01/2008,,10/01/2010,09/30/2011,,,0,,,
"lark",,10/29/2011,11/27/2011,"110-0250",09/19/2013,"Notice Unrented","tl793643",,08/18/2008,,08/18/2008,10/01/2008,11/28/2011,10/01/2010,09/30/2011,10/29/2011,11/28/2011,0,11/28/2011,,
"lark",,11/28/2011,01/08/2012,"110-0250",09/19/2013,"Vacant Unrented Ready","tl793643",,08/18/2008,,08/18/2008,10/01/2008,11/28/2011,10/01/2010,09/30/2011,10/29/2011,11/28/2011,0,11/28/2011,,
"lark",,01/09/2012,,"110-0250",09/19/2013,"Occupied No Notice","tn128679",,01/12/2012,,01/12/2012,01/09/2012,,10/01/2016,09/30/2017,,,0,,,
"lark",,05/08/2010,08/28/2011,"110-0251",09/19/2013,"Occupied No Notice","tl099404",,04/26/2010,,04/26/2010,05/08/2010,,05/08/2010,05/31/2011,,,0,,,
"lark",,08/29/2011,10/02/2011,"110-0251",09/19/2013,"Notice Unrented","tl099404",,04/26/2010,,04/26/2010,05/08/2010,10/03/2011,05/08/2010,05/31/2011,08/29/2011,02/04/2013,0,02/04/2013,,
"lark",,10/03/2011,10/15/2011,"110-0251",09/19/2013,"Vacant Unrented Ready","tl099404",,04/26/2010,,04/26/2010,05/08/2010,10/03/2011,05/08/2010,05/31/2011,08/29/2011,02/04/2013,0,02/04/2013,,
"lark",,10/16/2011,10/03/2012,"110-0251",09/19/2013,"Occupied No Notice","tn118909",,09/24/2011,,09/24/2011,10/16/2011,,10/16/2011,10/31/2012,,,0,,,
"lark",,10/04/2012,10/06/2012,"110-0251",09/19/2013,"Notice Unrented","tn118909",,09/24/2011,,09/24/2011,10/16/2011,10/07/2012,10/16/2011,10/31/2012,10/04/2012,02/04/2013,0,02/04/2013,,
"lark",,10/07/2012,10/26/2012,"110-0251",09/19/2013,"Vacant Unrented Ready","tn118909",,09/24/2011,,09/24/2011,10/16/2011,10/07/2012,10/16/2011,10/31/2012,10/04/2012,02/04/2013,0,02/04/2013,,
"lark",,10/27/2012,01/06/2013,"110-0251",09/19/2013,"Occupied No Notice","tn139665",,10/25/2012,,10/25/2012,10/27/2012,,10/27/2012,10/26/2013,,,0,,,
"lark",,01/07/2013,02/03/2013,"110-0251",09/19/2013,"Notice Unrented","tn139665",,10/25/2012,,10/25/2012,10/27/2012,02/04/2013,10/27/2012,10/26/2013,01/07/2013,02/04/2013,0,02/04/2013,,
"lark",,02/04/2013,02/07/2013,"110-0251",09/19/2013,"Vacant Unrented Ready","tn139665",,10/25/2012,,10/25/2012,10/27/2012,02/04/2013,10/27/2012,10/26/2013,01/07/2013,02/04/2013,0,02/04/2013,,
"lark",,02/08/2013,,"110-0251",09/19/2013,"Occupied No Notice","tn141530",,01/18/2013,,01/18/2013,02/08/2013,,08/08/2016,08/07/2017,,,0,,,
"lark",,07/24/2008,05/24/2016,"110-0252",09/19/2013,"Occupied No Notice","tl791913",,06/25/2008,,06/25/2008,07/24/2008,,08/01/2015,06/30/2016,,,0,06/30/2016,,
"lark",,02/18/2010,03/27/2011,"110-0309",09/19/2013,"Occupied No Notice","tl094554",,02/09/2010,,02/09/2010,02/18/2010,,02/18/2010,04/17/2011,,,0,,,
"lark",,03/28/2011,04/30/2011,"110-0309",09/19/2013,"Notice Unrented","tl094554",,02/09/2010,,02/09/2010,02/18/2010,05/01/2011,02/18/2010,04/17/2011,03/28/2011,10/31/2012,0,10/31/2012,,
"lark",,05/01/2011,06/03/2011,"110-0309",09/19/2013,"Vacant Unrented Ready","tl094554",,02/09/2010,,02/09/2010,02/18/2010,05/01/2011,02/18/2010,04/17/2011,03/28/2011,10/31/2012,0,10/31/2012,,
"lark",,06/04/2011,08/12/2012,"110-0309",09/19/2013,"Occupied No Notice","tn120380",,05/25/2011,,05/25/2011,06/04/2011,,06/04/2012,09/03/2012,,,0,,,
"lark",,08/13/2012,10/30/2012,"110-0309",09/19/2013,"Notice Unrented","tn120380",,05/25/2011,,05/25/2011,06/04/2011,10/31/2012,06/04/2012,09/03/2012,08/13/2012,10/31/2012,0,10/31/2012,,
"lark",,10/31/2012,11/09/2012,"110-0309",09/19/2013,"Vacant Unrented Ready","tn120380",,05/25/2011,,05/25/2011,06/04/2011,10/31/2012,06/04/2012,09/03/2012,08/13/2012,10/31/2012,0,10/31/2012,,
"lark",,11/10/2012,10/29/2014,"110-0309",09/19/2013,"Occupied No Notice","tn139798",,10/19/2012,,10/19/2012,11/10/2012,,11/10/2013,11/09/2014,,,0,11/30/2014,,
"lark",,11/14/2009,11/21/2011,"110-0310",09/19/2013,"Occupied No Notice","tl803835",,11/03/2009,,11/03/2009,11/14/2009,,12/06/2010,03/05/2011,,,0,,,
"lark",,11/22/2011,12/10/2011,"110-0310",09/19/2013,"Notice Unrented","tl803835",,11/03/2009,,11/03/2009,11/14/2009,12/11/2011,12/06/2010,03/05/2011,11/22/2011,02/09/2012,0,02/09/2012,,
"lark",,12/11/2011,01/29/2012,"110-0310",09/19/2013,"Vacant Unrented Ready","tl803835",,11/03/2009,,11/03/2009,11/14/2009,12/11/2011,12/06/2010,03/05/2011,11/22/2011,02/09/2012,0,02/09/2012,,
"lark",,01/30/2012,02/08/2012,"110-0310",09/19/2013,"Occupied No Notice","tn128575",,01/08/2012,,01/08/2012,01/30/2012,,01/30/2012,07/29/2012,,,0,,,
"lark",,02/09/2012,02/09/2012,"110-0310",09/19/2013,"Notice Unrented","tn128575",,01/08/2012,,01/08/2012,01/30/2012,02/09/2012,01/30/2012,07/29/2012,02/09/2012,02/09/2012,0,02/09/2012,,
"lark",,02/09/2012,03/25/2012,"110-0310",09/19/2013,"Vacant Unrented Ready","tn128575",,01/08/2012,,01/08/2012,01/30/2012,02/09/2012,01/30/2012,07/29/2012,02/09/2012,02/09/2012,0,02/09/2012,,
"lark",,03/26/2012,04/05/2016,"110-0310",09/19/2013,"Occupied No Notice","tn130043",,02/19/2012,,02/19/2012,03/26/2012,,06/26/2015,05/25/2016,,,0,05/25/2016,,
"lark",,10/05/2010,10/20/2011,"130-0149",09/19/2013,"Occupied No Notice","tl110226",,09/29/2010,,09/29/2010,10/05/2010,,10/05/2010,10/31/2011,,,0,,,
"lark",,10/21/2011,11/29/2011,"130-0149",09/19/2013,"Notice Unrented","tl110226",,09/29/2010,,09/29/2010,10/05/2010,11/30/2011,10/05/2010,10/31/2011,10/21/2011,11/30/2011,0,11/30/2011,,
"lark",,11/30/2011,03/31/2012,"130-0149",09/19/2013,"Vacant Unrented Ready","tl110226",,09/29/2010,,09/29/2010,10/05/2010,11/30/2011,10/05/2010,10/31/2011,10/21/2011,11/30/2011,0,11/30/2011,,
"lark",,04/01/2012,,"130-0149",09/19/2013,"Occupied No Notice","tn131249",,03/22/2012,,03/22/2012,04/01/2012,,06/01/2016,05/31/2017,,,0,,,
